1/57/119|JohnDiGriz|https://raw.githubusercontent.com/JohnDiGriz/my-kaizen-gifs/refs/heads/master/Sandwich%20(alt)/1%2C%2057%2C%20119/Kaizen%20-%20A%20Factory%20Story%20-%20Sandwich%20(ALT)%20(1%2C%20%C2%A557M%2C%20119).gif|TC
1/64/112|last_username|https://i.imgur.com/gpeJAFP.gif|TA
4/46/45|XP|https://cdn.discordapp.com/attachments/1401917374256386149/1450143529937539123/Kaizen_-_A_Factory_Story_-__4_46M_45.gif?ex=694176e7&is=69402567&hm=09a41ad600fdf5ba9673c3e89e560be83c16c64e7b8edaca59d0ed894eaba4d6|AT
6/39/45|XP|https://cdn.discordapp.com/attachments/1401917374256386149/1450143946939568269/Kaizen_-_A_Factory_Story_-__6_39M_45.gif?ex=6941774b&is=694025cb&hm=1b47a258d23c0c1663831341ff9a951cc9bd4666938ab7fbb1ee96862a53ce5c|AC
23/18/77|XP|https://cdn.discordapp.com/attachments/1401917374256386149/1450143227633078365/Kaizen_-_A_Factory_Story_-__23_18M_77.gif?ex=6941769f&is=6940251f&hm=b964812dc2a3fb0d12086920bc207466b1c95858cf9b841146a46c9849eefbc6|CT
27/18/70|XP / XeniVari|https://i.imgur.com/uNe93s5.mp4|CA
