4/186/546|psyblade42|https://i.imgur.com/gaai6sX.mp4|TC
4/195/533|Théophile / XP|https://cdn.discordapp.com/attachments/1401917374256386149/1420228841800077332/Kaizen_-_A_Factory_Story_-_4_195M_533.gif?ex=68d4a2ae&is=68d3512e&hm=3fabcdf4623d07843b563dc5326144fef43f70cfd0dd8607f2bba028683170b9|TA
5/138/435|Théophile||
5/146/425|kaliuresis||
10/123/440|Nighthawk||
16/93/209|XP / Théophile|https://i.imgur.com/TGnwlo9.gif|AT
21/81/209|XP / Théophile||
28/73/209|XP / Théophile||
33/37/322|XeniVari|https://i.imgur.com/c1L3HQA.mp4|CT,CA
37/72/209|XP|https://i.imgur.com/LDMjvMU.gif|AC
49/69/299|Théophile||
73/47/294|XeniVari||
82/65/231|Théophile||
